Gender?,location,sscgpa,hscgpa,ictinterest,ictresult,internetbrowse,matholimpyad,onlinecourse,cpro,onlineresource,patience,pcconfig,gamer,selfstudy,ict,knowledgebefore,proskill,mathSSC,mathHSC,patiencerating,selfrating,CGPA
Male,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Many,7 to 8,Many,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Good,7 to 8,Very Good,Very Good,7 to 8,9 to 10,3.8
Female,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Less than 5,7 to 8,Many,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Good,7 to 8,Very Good,Very Good,9 to 10,9 to 10,3.9
Female,Dhaka,5,5,Very Interesting,Very good,Online Study and Social Media,Many,9 to 10,Less than 5,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Very Good,7 to 8,Very Good,Very Good,9 to 10,7 to 8,3.9
Male,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Many,9 to 10,Less than 5,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Good,9 to 10,Good,Very Good,7 to 8,9 to 10,3.8
Female,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Less than 5,9 to 10,Less than 5,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Very Good,7 to 8,Very Good,Very Good,9 to 10,9 to 10,3.8
Male,Chittagong,5,5,Interesting,Very good,Online Study and Social Media,Many,7 to 8,Many,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Very Good,7 to 8,Very Good,Very Good,9 to 10,9 to 10,3.8
Male,Chittagong,4.50 and above,4.00 and above,Very Interesting,Very good,Online Course and Reading Blogs,Many,9 to 10,Many,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Very Good,7 to 8,Very Good,Very Good,9 to 10,7 to 8,3.65
Male,Chittagong,4.50 and above,4.50 and above,Interesting,Satisfactory,Online Study and Social Media,Less than 5,7 to 8,Many,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Satisfactory,5 to 6,Satisfactory,Satisfactory,7 to 8,7 to 8,3.6
Male,Other Divisional City,4.00 and above,3.5 and above,Neutral,Satisfactory,Social media and Entertainment,Never,1 to 2,Never,Agree,Agree,Agree,Neutral,Agree,Neutral,Less than Satisfactory,1 to 2,Good,Less than satisfactory,1 to 2,1 to 2,2.67
Male,Chittagong,4.50 and above,4.00 and above,Interesting,Good,Online Study and Social Media,More than once,3 to 4,More than once,Agree,Agree,Agree,Disagree,Agree,Agree,Good,5 to 6,Very Good,Good,5 to 6,5 to 6,3.12
Male,Other Divisional City,5,4.50 and above,Interesting,Very good,Online Study and Social Media,More than once,5 to 6,More than once,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Good,5 to 6,Very Good,Good,7 to 8,7 to 8,3.45
Male,Chittagong,4.50 and above,4.00 and above,Interesting,Satisfactory,Social media and Entertainment,Once,3 to 4,Once,Agree,Agree,Agree,Neutral,Agree,Agree,Satisfactory,5 to 6,Good,Satisfactory,5 to 6,5 to 6,3
Male,Dhaka,5,5,Very Interesting,Very good,Online Course and Reading Blogs,Many,7 to 8,Many,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Very Good,7 to 8,Very Good,Very Good,9 to 10,9 to 10,3.76
Male,Other Divisional City,5,4.50 and above,Interesting,Good,Online Study and Social Media,More than once,5 to 6,Less than 5,Agree,Agree,Agree,Neutral,Agree,Agree,Satisfactory,5 to 6,Very Good,Good,7 to 8,5 to 6,3.37
Female,Dhaka,4.50 and above,4.00 and above,Interesting,Good,Online Study and Social Media,Once,5 to 6,More than once,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Good,5 to 6,Good,Good,5 to 6,5 to 6,3
Female,Chittagong,5,5,Very Interesting,Very good,Online Course and Reading Blogs,Many,7 to 8,Many,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Very Good,9 to 10,Very Good,Very Good,9 to 10,9 to 10,3.83
Female,Chittagong,5,5,Very Interesting,Very good,Online Course and Reading Blogs,Many,7 to 8,Many,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Very Good,9 to 10,Very Good,Very Good,9 to 10,9 to 10,3.83
Female,Dhaka,4.50 and above,4.00 and above,Interesting,Good,Online Study and Social Media,More than once,5 to 6,Less than 5,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Good,5 to 6,Good,Good,7 to 8,5 to 6,3.25
Female,Chittagong,5,4.50 and above,Interesting,Very good,Online Course and Reading Blogs,Many,7 to 8,Less than 5,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Very Good,7 to 8,Very Good,Very Good,7 to 8,7 to 8,3.7
Female,Chittagong,5,5,Very Interesting,Very good,Online Course and Reading Blogs,Many,9 to 10,Many,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Very Good,9 to 10,Very Good,Very Good,9 to 10,9 to 10,3.9
Male,Chittagong,4.00 and above,4.00 and above,Very Interesting,Good,Social media and Entertainment,Once,3 to 4,Once,Agree,Agree,Agree,Agree,Agree,Agree,Satisfactory,3 to 4,Good,Satisfactory,3 to 4,3 to 4,3
Male,Chittagong,4.50 and above,4.50 and above,Very Interesting,Good,Online Study and Social Media,More than once,3 to 4,More than once,Agree,Agree,Agree,Agree,Agree,Neutral,Good,5 to 6,Good,Good,5 to 6,3 to 4,3.19
Male,Chittagong,4.50 and above,4.50 and above,Interesting,Good,Online Study and Social Media,More than once,5 to 6,Once,Agree,Agree,Agree,Agree,Agree,Agree,Good,5 to 6,Good,Satisfactory,3 to 4,3 to 4,2.89
Male,Chittagong,4.00 and above,4.00 and above,Interesting,Good,Social media and Entertainment,Once,3 to 4,Once,Agree,Agree,Agree,Agree,Agree,Agree,Good,3 to 4,Satisfactory,Good,3 to 4,3 to 4,2.88
Male,Chittagong,4.50 and above,4.00 and above,Interesting,Good,Online Study and Social Media,Once,3 to 4,Once,Agree,Agree,Agree,Agree,Agree,Agree,Good,3 to 4,Good,Good,3 to 4,3 to 4,3
Male,Chittagong,4.00 and above,4.00 and above,Interesting,Good,Social media and Entertainment,Once,3 to 4,Once,Agree,Agree,Agree,Agree,Agree,Agree,Good,3 to 4,Good,Good,3 to 4,3 to 4,3
Male,Chittagong,4.00 and above,4.00 and above,Interesting,Good,Social media and Entertainment,Once,3 to 4,Once,Agree,Agree,Agree,Agree,Agree,Agree,Good,3 to 4,Good,Good,3 to 4,3 to 4,3
Male,Chittagong,5,4.50 and above,Very Interesting,Very good,Online Study and Social Media,Once,3 to 4,More than once,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Good,5 to 6,Very Good,Satisfactory,5 to 6,7 to 8,3.45
Male,Chittagong,4.50 and above,4.00 and above,Interesting,Good,Online Study and Social Media,Once,5 to 6,More than once,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Good,7 to 8,Very Good,Good,7 to 8,7 to 8,3.3
Female,Chittagong,4.00 and above,4.50 and above,Very Interesting,Very good,Online Study and Social Media,More than once,7 to 8,More than once,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Very Good,7 to 8,Very Good,Very Good,7 to 8,7 to 8,3.6
Male,Chittagong,4.50 and above,3.5 and above,Very Interesting,Good,Social media and Entertainment,Once,3 to 4,Once,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Good,7 to 8,Good,Satisfactory,7 to 8,7 to 8,3.8
Female,Chittagong,5,3.5 and above,Very Interesting,Very good,Online Study and Social Media,Once,5 to 6,More than once,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Good,9 to 10,Very Good,Very Good,7 to 8,7 to 8,3.8
Male,Chittagong,4.50 and above,4.00 and above,Interesting,Good,Social media and Entertainment,More than once,7 to 8,Less than 5,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Good,9 to 10,Very Good,Very Good,9 to 10,9 to 10,3.6
Male,Dhaka,4.50 and above,4.50 and above,Interesting,Very good,Online Course and Reading Blogs,Many,9 to 10,Many,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Good,7 to 8,Very Good,Very Good,9 to 10,9 to 10,3.8
Male,Chittagong,4.50 and above,5,Interesting,Good,Online Courses only,Less than 5,7 to 8,More than once,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,7 to 8,Good,Good,7 to 8,7 to 8,3.03
Male,Chittagong,4.00 and above,4.00 and above,Interesting,Good,Social media and Entertainment,More than once,3 to 4,Once,Agree,Agree,Agree,Agree,Agree,Agree,Good,3 to 4,Good,Good,3 to 4,3 to 4,2.5
Female,District City,5,4.00 and above,Very Interesting,Very good,Online Study and Social Media,Once,7 to 8,More than once,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,7 to 8,Very Good,Satisfactory,7 to 8,9 to 10,3.7
Female,Other Divisional City,3.50 and above,3.5 and above,Very Interesting,Very good,Online Course and Reading Blogs,Many,9 to 10,Many,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Very Good,9 to 10,Very Good,Very Good,7 to 8,7 to 8,3.8
Male,Chittagong,4.50 and above,4.50 and above,Interesting,Good,Social media and Entertainment,Once,3 to 4,Once,Agree,Agree,Agree,Agree,Agree,Agree,Good,3 to 4,Good,Good,3 to 4,3 to 4,3
Male,Chittagong,4.00 and above,4.00 and above,Interesting,Satisfactory,Online Courses only,More than once,7 to 8,More than once,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Good,7 to 8,Very Good,Good,7 to 8,7 to 8,3.39
Male,Chittagong,4.00 and above,4.50 and above,Interesting,Good,Social media and Entertainment,Once,3 to 4,Once,Agree,Agree,Agree,Agree,Agree,Agree,Good,3 to 4,Good,Good,3 to 4,3 to 4,2.5
Male,Chittagong,4.50 and above,4.00 and above,Neutral,Satisfactory,Online Courses only,More than once,7 to 8,Less than 5,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Good,9 to 10,Very Good,Very Good,9 to 10,9 to 10,3.6
Male,Chittagong,4.00 and above,4.50 and above,Interesting,Good,Online Study and Social Media,Once,3 to 4,Once,Agree,Agree,Agree,Agree,Agree,Agree,Good,3 to 4,Good,Satisfactory,3 to 4,5 to 6,3
Male,Chittagong,4.50 and above,4.50 and above,Interesting,Good,Social media and Entertainment,Once,3 to 4,Once,Agree,Agree,Agree,Agree,Agree,Agree,Good,3 to 4,Good,Good,3 to 4,3 to 4,3
Male,Chittagong,4.50 and above,4.00 and above,Interesting,Good,Social media and Entertainment,Once,3 to 4,Once,Agree,Agree,Agree,Agree,Agree,Agree,Good,3 to 4,Satisfactory,Good,3 to 4,3 to 4,3
Male,Chittagong,4.00 and above,4.00 and above,Interesting,Good,Social media and Entertainment,Once,3 to 4,Once,Agree,Agree,Agree,Agree,Agree,Agree,Good,3 to 4,Good,Good,3 to 4,3 to 4,2.6
Male,Chittagong,4.00 and above,4.00 and above,Interesting,Good,Online Study and Social Media,Once,3 to 4,Once,Agree,Agree,Agree,Agree,Agree,Agree,Good,3 to 4,Good,Good,3 to 4,3 to 4,3
Male,Chittagong,4.00 and above,4.00 and above,Interesting,Good,Social media and Entertainment,Once,3 to 4,Once,Agree,Agree,Agree,Agree,Agree,Agree,Good,3 to 4,Good,Good,3 to 4,3 to 4,2.5
Male,Chittagong,4.00 and above,4.00 and above,Interesting,Good,Reading Blogs only,Once,3 to 4,Once,Agree,Agree,Agree,Agree,Agree,Agree,Good,7 to 8,Good,Good,7 to 8,3 to 4,3.3
Male,Chittagong,4.00 and above,4.50 and above,Interesting,Good,Online Study and Social Media,Once,3 to 4,Once,Agree,Agree,Agree,Agree,Agree,Agree,Good,3 to 4,Satisfactory,Good,3 to 4,3 to 4,3
Male,Chittagong,4.00 and above,4.00 and above,Interesting,Good,Social media and Entertainment,Once,3 to 4,Once,Agree,Agree,Agree,Agree,Agree,Agree,Good,3 to 4,Good,Good,3 to 4,3 to 4,2.89
Male,Chittagong,4.50 and above,4.50 and above,Interesting,Good,Social media and Entertainment,Once,3 to 4,Once,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Good,3 to 4,Good,Good,3 to 4,3 to 4,3.3
Female,District City,4.50 and above,4.50 and above,Interesting,Good,Reading Blogs only,More than once,5 to 6,More than once,Agree,Agree,Agree,Agree,Agree,Agree,Very Good,7 to 8,Satisfactory,Satisfactory,5 to 6,7 to 8,3.65
Female,Chittagong,4.50 and above,4.50 and above,Very Interesting,Good,Online Study and Social Media,Less than 5,7 to 8,More than once,Neutral,Strongly Disagree,Agree,Disagree,Neutral,Agree,Good,7 to 8,Good,Good,7 to 8,7 to 8,3.7
Female,Chittagong,5,4.50 and above,Interesting,Good,Online Study and Social Media,Less than 5,7 to 8,Less than 5,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Satisfactory,7 to 8,Very Good,Good,7 to 8,5 to 6,3.6
Female,Chittagong,5,5,Very Interesting,Very good,Online Course and Reading Blogs,Many,9 to 10,Many,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Good,9 to 10,Very Good,Very Good,9 to 10,7 to 8,3.9
Female,Chittagong,5,4.00 and above,Interesting,Satisfactory,Online Study and Social Media,Less than 5,7 to 8,More than once,Agree,Agree,Agree,Agree,Agree,Agree,Satisfactory,7 to 8,Very Good,Good,7 to 8,7 to 8,3.45
Female,Chittagong,5,5,Very Interesting,Very good,Online Course and Reading Blogs,Many,9 to 10,Many,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Good,9 to 10,Very Good,Very Good,9 to 10,9 to 10,3.8
Female,Dhaka,5,4.50 and above,Very Interesting,Good,Online Study and Social Media,Less than 5,7 to 8,Less than 5,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Good,7 to 8,Very Good,Good,7 to 8,5 to 6,3.65
Female,Chittagong,5,5,Very Interesting,Very good,Online Course and Reading Blogs,More than once,7 to 8,More than once,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Very Good,7 to 8,Very Good,Very Good,9 to 10,7 to 8,3.8
Female,Chittagong,5,5,Very Interesting,Very good,Online Course and Reading Blogs,Many,9 to 10,Many,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Good,9 to 10,Very Good,Very Good,9 to 10,9 to 10,3.9
Female,Chittagong,5,5,Very Interesting,Very good,Social media and Entertainment,Never,1 to 2,Once,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Good,3 to 4,Very Good,Satisfactory,5 to 6,5 to 6,3.6
Female,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Less than 5,9 to 10,Many,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Good,9 to 10,Very Good,Very Good,7 to 8,9 to 10,3.9
Male,Dhaka,5,5,Very Interesting,Very good,Online Study and Social Media,Once,1 to 2,Never,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Good,9 to 10,Very Good,Very Good,3 to 4,5 to 6,3.2
Male,District City,4.50 and above,4.50 and above,Very Interesting,Very good,Online Study and Social Media,Less than 5,7 to 8,Less than 5,Neutral,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Very Good,5 to 6,Satisfactory,Very Good,9 to 10,9 to 10,3.9
Male,Chittagong,5,4.50 and above,Very Interesting,Very good,Online Study and Social Media,Less than 5,9 to 10,Many,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Very Good,9 to 10,Very Good,Very Good,9 to 10,7 to 8,3.75
Male,Chittagong,4.50 and above,4.00 and above,Interesting,Good,Social media and Entertainment,Once,5 to 6,Once,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Very Good,5 to 6,Good,Good,7 to 8,7 to 8,3.34
Male,Chittagong,5,4.50 and above,Interesting,Good,Online Study and Social Media,Less than 5,7 to 8,Less than 5,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Good,7 to 8,Very Good,Good,7 to 8,7 to 8,3.65
Female,Other Divisional City,4.00 and above,4.00 and above,Very Interesting,Very good,Social media and Entertainment,More than once,3 to 4,Never,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Good,7 to 8,Good,Good,5 to 6,7 to 8,3.5
Male,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Less than 5,7 to 8,Many,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Good,9 to 10,Very Good,Very Good,7 to 8,7 to 8,3.8
Male,Chittagong,4.50 and above,4.50 and above,Interesting,Good,Online Study and Social Media,More than once,5 to 6,More than once,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Good,7 to 8,Very Good,Good,7 to 8,7 to 8,3.5
Male,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Many,9 to 10,Many,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Very Good,7 to 8,Very Good,Very Good,9 to 10,9 to 10,3.8
Male,Chittagong,5,4.50 and above,Interesting,Very good,Online Study and Social Media,Less than 5,9 to 10,Many,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Very Good,9 to 10,Very Good,Very Good,7 to 8,9 to 10,3.7
Male,Chittagong,5,5,Interesting,Very good,Online Study and Social Media,Less than 5,7 to 8,Many,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Good,7 to 8,Very Good,Very Good,7 to 8,7 to 8,3.75
Male,Chittagong,5,4.50 and above,Interesting,Very good,Online Study and Social Media,More than once,7 to 8,Less than 5,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Very Good,7 to 8,Very Good,Good,5 to 6,7 to 8,3.6
Male,Chittagong,5,4.50 and above,Very Interesting,Very good,Online Study and Social Media,Many,7 to 8,Less than 5,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Very Good,7 to 8,Very Good,Good,9 to 10,7 to 8,3.6
Male,Chittagong,5,4.50 and above,Interesting,Good,Online Study and Social Media,Less than 5,5 to 6,Less than 5,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Good,5 to 6,Very Good,Good,7 to 8,7 to 8,3.5
Male,Chittagong,4.50 and above,4.50 and above,Interesting,Good,Online Study and Social Media,Never,3 to 4,Once,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Satisfactory,5 to 6,Good,Satisfactory,5 to 6,7 to 8,3.5
Male,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Less than 5,9 to 10,Less than 5,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Good,9 to 10,Very Good,Very Good,9 to 10,7 to 8,3.8
Female,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Less than 5,7 to 8,Less than 5,Agree,Agree,Agree,Neutral,Neutral,Neutral,Good,9 to 10,Very Good,Very Good,7 to 8,9 to 10,3.9
Female,Chittagong,5,5,Very Interesting,Good,Online Study and Social Media,Many,9 to 10,Less than 5,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Good,9 to 10,Very Good,Very Good,9 to 10,9 to 10,3.9
Male,Dhaka,5,5,Very Interesting,Very good,Online Courses only,Many,9 to 10,Many,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Satisfactory,7 to 8,Very Good,Very Good,9 to 10,7 to 8,3.8
Female,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Less than 5,7 to 8,Many,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Good,9 to 10,Very Good,Very Good,7 to 8,9 to 10,3.9
Male,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Less than 5,9 to 10,Many,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Very Good,7 to 8,Very Good,Very Good,9 to 10,9 to 10,3.9
Female,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Many,7 to 8,Less than 5,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Good,7 to 8,Very Good,Very Good,7 to 8,9 to 10,3.8
Female,Chittagong,5,5,Very Interesting,Very good,Online Courses only,Many,7 to 8,Many,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Good,7 to 8,Very Good,Very Good,9 to 10,9 to 10,3.9
Male,Chittagong,5,5,Very Interesting,Good,Online Study and Social Media,Less than 5,7 to 8,Less than 5,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Good,7 to 8,Very Good,Very Good,9 to 10,7 to 8,3.9
Female,Chittagong,5,5,Interesting,Good,Online Study and Social Media,Less than 5,7 to 8,More than once,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Very Good,9 to 10,Good,Satisfactory,9 to 10,7 to 8,3.8
Male,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Less than 5,9 to 10,Less than 5,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Good,9 to 10,Very Good,Very Good,7 to 8,9 to 10,3.8
Male,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Many,7 to 8,Many,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Good,7 to 8,Very Good,Very Good,7 to 8,9 to 10,3.8
Female,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Less than 5,7 to 8,Many,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Good,7 to 8,Very Good,Very Good,9 to 10,9 to 10,3.9
Female,Dhaka,5,5,Very Interesting,Very good,Online Study and Social Media,Many,9 to 10,Less than 5,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Very Good,7 to 8,Very Good,Very Good,9 to 10,7 to 8,3.9
Male,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Many,9 to 10,Less than 5,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Good,9 to 10,Good,Very Good,7 to 8,9 to 10,3.75
Female,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Less than 5,9 to 10,Less than 5,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Very Good,7 to 8,Very Good,Very Good,9 to 10,9 to 10,3.9
Male,Chittagong,5,5,Interesting,Very good,Online Study and Social Media,Many,7 to 8,Many,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Very Good,7 to 8,Very Good,Very Good,9 to 10,9 to 10,3.6
Male,Chittagong,4.50 and above,4.00 and above,Very Interesting,Very good,Online Course and Reading Blogs,Many,9 to 10,Many,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Very Good,7 to 8,Very Good,Very Good,9 to 10,7 to 8,3.6
Male,Chittagong,5,5,Very Interesting,Good,Online Study and Social Media,Less than 5,9 to 10,Less than 5,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Good,7 to 8,Very Good,Very Good,9 to 10,7 to 8,3.9
Female,Chittagong,5,5,Very Interesting,Good,Online Study and Social Media,Many,9 to 10,Many,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Good,9 to 10,Very Good,Very Good,7 to 8,9 to 10,3.8
Male,Rural Area,5,4.50 and above,Very Interesting,Very good,Online Study and Social Media,Once,5 to 6,More than once,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Satisfactory,3 to 4,Very Good,Satisfactory,5 to 6,3 to 4,3.25
Female,Chittagong,5,4.00 and above,Interesting,Less than satisfactory,Online Study and Social Media,Never,5 to 6,Never,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Poor,5 to 6,Satisfactory,Satisfactory,7 to 8,7 to 8,3.2
Female,Chittagong,5,5,Very Interesting,Good,Online Study and Social Media,Many,7 to 8,Many,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Good,9 to 10,Very Good,Very Good,9 to 10,7 to 8,3.9
Male,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Never,9 to 10,Many,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly disagree,Very Good,7 to 8,Very Good,Good,7 to 8,9 to 10,3.4
Male,Chittagong,5,4.00 and above,Interesting,Good,Online Course and Reading Blogs,Never,9 to 10,More than once,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Less than Satisfactory,3 to 4,Good,Satisfactory,7 to 8,7 to 8,3.2
Male,Chittagong,5,4.50 and above,Interesting,Good,Online Study and Social Media,Never,5 to 6,Less than 5,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Satisfactory,3 to 4,Good,Good,7 to 8,5 to 6,3.26
Male,Other Divisional City,5,4.50 and above,Interesting,Good,Online Study and Social Media,More than once,7 to 8,More than once,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Good,5 to 6,Very Good,Very Good,7 to 8,7 to 8,3.5
Male,Other Divisional City,5,4.50 and above,Interesting,Very good,Online Course and Reading Blogs,More than once,7 to 8,More than once,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Very Good,5 to 6,Good,Very Good,7 to 8,7 to 8,3.39
Male,Chittagong,4.50 and above,4.50 and above,Interesting,Good,Online Study and Social Media,Once,7 to 8,Many,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Satisfactory,5 to 6,Good,Good,5 to 6,7 to 8,3.5
Male,Other Divisional City,4.50 and above,4.50 and above,Interesting,Very good,Online Course and Reading Blogs,More than once,5 to 6,More than once,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Good,7 to 8,Good,Good,5 to 6,5 to 6,3.4
Male,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Many,9 to 10,Less than 5,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Good,7 to 8,Very Good,Very Good,7 to 8,7 to 8,3.8
Male,Chittagong,5,4.50 and above,Very Interesting,Very good,Online Study and Social Media,More than once,5 to 6,Less than 5,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Good,3 to 4,Very Good,Good,7 to 8,3 to 4,3.5
Female,Chittagong,5,5,Interesting,Good,Online Study and Social Media,Many,9 to 10,Less than 5,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Good,9 to 10,Very Good,Very Good,7 to 8,7 to 8,3.75
Female,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Less than 5,9 to 10,Less than 5,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Very Good,9 to 10,Very Good,Very Good,9 to 10,9 to 10,3.9
Female,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Less than 5,9 to 10,Less than 5,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Very Good,9 to 10,Very Good,Very Good,9 to 10,7 to 8,3.9
Female,Dhaka,5,5,Interesting,Very good,Online Study and Social Media,Many,7 to 8,Many,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Very Good,9 to 10,Very Good,Very Good,9 to 10,7 to 8,3.8
Female,Chittagong,5,5,Very Interesting,Very good,Online Study and Social Media,Many,9 to 10,Many,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Good,9 to 10,Very Good,Very Good,9 to 10,7 to 8,3.8
